Fecha,Calidad,HR_today,RMSSD_stable,gate_badge,Action,gate_razon_base60,decision_path,baseline60_degraded
2025-12-20,OK,55.03678011967832,27.80497557392681,ROJO--,SUAVE_O_DESCANSO,2D_AMBOS,BASE60_ONLY,True
2025-12-21,FLAG_mecánico,55.13413776944705,25.853278322100664,ROJO---,SUAVE_O_DESCANSO,2D_AMBOS,BASE60_ONLY,True
2025-12-22,OK,61.15390146249656,18.93563605097772,ROJO---,SUAVE_O_DESCANSO,2D_AMBOS,BASE60_ONLY,True
2025-12-23,OK,53.32883519962631,26.013288459373747,ROJO---,SUAVE_O_DESCANSO,2D_AMBOS,BASE60_ONLY,True
2025-12-24,OK,49.65975165474384,43.09838074145258,ROJO,SUAVE_O_DESCANSO,2D_AMBOS,BASE60_ONLY,True
2025-12-25,OK,52.09439454320586,37.1587858025372,VERDE,INTENSIDAD_OK,2D_OK,BASE60_ONLY,True
2025-12-26,OK,49.19461465575988,37.59152728458954,VERDE--,INTENSIDAD_OK,2D_OK,BASE60_ONLY,True
2025-12-27,OK,52.18317843823852,27.151852553976138,ÁMBAR---,Z2_O_TEMPO_SUAVE,2D_LN,BASE60_ONLY,True
2025-12-28,OK,52.36439403978049,34.07641559403707,ÁMBAR-,Z2_O_TEMPO_SUAVE,2D_LN,BASE60_ONLY,True
2025-12-29,OK,50.21511067681827,30.58224505717538,ÁMBAR---,Z2_O_TEMPO_SUAVE,2D_LN,BASE60_ONLY,True
2025-12-30,OK,53.96671725365011,22.33209859680067,ÁMBAR---,Z2_O_TEMPO_SUAVE,2D_LN,BASE60_ONLY,True
2025-12-31,OK,51.44796984343043,32.33870406837473,ÁMBAR--,Z2_O_TEMPO_SUAVE,2D_LN,BASE60_ONLY,True
2026-01-01,OK,66.4791274116929,12.198163006079712,ROJO---,SUAVE_O_DESCANSO,2D_AMBOS,BASE60_ONLY,True
2026-01-02,OK,55.83610645187332,33.84056108989961,ROJO+++,SUAVE_O_DESCANSO,2D_AMBOS,BASE60_ONLY,True
2026-01-04,FLAG_mecánico,87.54597683679361,4.341781181702614,ROJO---,SUAVE_O_DESCANSO,2D_AMBOS,BASE60_ONLY,True
2026-01-05,OK,67.70698466780239,17.788983722759998,ROJO+++,SUAVE_O_DESCANSO,2D_AMBOS,BASE60_ONLY,True
2026-01-06,FLAG_mecánico,63.64220512917431,14.674899610267476,ROJO---,SUAVE_O_DESCANSO,2D_AMBOS,BASE60_ONLY,True
2026-01-07,OK,51.71871541893325,32.070103296118795,ROJO--,SUAVE_O_DESCANSO,2D_AMBOS,BASE60_ONLY,True
2026-01-08,OK,57.4816563091828,19.644430622572152,ROJO---,SUAVE_O_DESCANSO,2D_AMBOS,BASE60_ONLY,True
2026-01-09,OK,53.77116930955482,31.036694120178883,ROJO,SUAVE_O_DESCANSO,2D_AMBOS,BASE60_ONLY,True
2026-01-10,OK,49.3163146827756,44.56614705597326,ROJO,SUAVE_O_DESCANSO,2D_AMBOS,BASE60_ONLY,True
2026-01-11,OK,51.89227878679432,31.62889173608253,VERDE--,INTENSIDAD_OK,2D_OK,BASE60_ONLY,True
2026-01-12,INVALID,66.5174813689462,330.483265354307,NO,SUAVE_O_DESCANSO,CAL/STAB/ART/NaN,BASE60_ONLY,False
2026-01-13,OK,54.95904278419216,22.668193455489988,VERDE---,INTENSIDAD_OK,2D_OK,BASE60_ONLY,True
2026-01-14,OK,56.06544562595183,18.384776310850253,ROJO---,SUAVE_O_DESCANSO,2D_AMBOS,BASE60_ONLY,True
2026-01-15,OK,59.57943925233646,16.427298380301966,ROJO---,SUAVE_O_DESCANSO,2D_AMBOS,BASE60_ONLY,True
2026-01-16,OK,56.97916991001651,19.185578431548176,ROJO---,SUAVE_O_DESCANSO,2D_AMBOS,BASE60_ONLY,True
2026-01-17,OK,66.65287913256714,14.51436070471816,ROJO+,SUAVE_O_DESCANSO,2D_AMBOS,BASE60_ONLY,True
2026-01-18,OK,59.98864500648092,22.509496203932216,ROJO++,SUAVE_O_DESCANSO,2D_AMBOS,BASE60_ONLY,True
2026-01-19,OK,62.75827534081816,16.71557100135514,ROJO,SUAVE_O_DESCANSO,2D_AMBOS,BASE60_ONLY,True
2026-01-20,FLAG_mecánico,51.89567561179823,34.57037441469231,ROJO,SUAVE_O_DESCANSO,2D_AMBOS,BASE60_ONLY,True
2026-01-21,OK,55.9656259260257,19.464292837197405,ROJO---,SUAVE_O_DESCANSO,2D_AMBOS,BASE60_ONLY,True
2026-01-22,OK,53.336520576392985,30.920884909644908,ROJO,SUAVE_O_DESCANSO,2D_AMBOS,BASE60_ONLY,True
2026-01-23,FLAG_mecánico,52.64365643939905,30.16454446748022,ROJO-,SUAVE_O_DESCANSO,2D_AMBOS,BASE60_ONLY,True
2026-01-24,OK,54.08653846153847,28.628265511673884,ROJO,SUAVE_O_DESCANSO,2D_AMBOS,BASE60_ONLY,True
2026-01-25,OK,57.605080133051096,20.89119683654237,ROJO--,SUAVE_O_DESCANSO,2D_AMBOS,BASE60_ONLY,True
2026-01-26,OK,52.89495077228796,38.56425347508408,VERDE+++,INTENSIDAD_OK,2D_OK,BASE60_ONLY,True
2026-01-27,OK,56.491602478456976,28.48899632655582,ÁMBAR++,Z2_O_TEMPO_SUAVE,2D_HR,BASE60_ONLY,True
2026-01-28,OK,54.78304409151453,30.46403705940555,VERDE++,INTENSIDAD_OK,2D_OK,BASE60_ONLY,True
2026-01-29,OK,52.78337813620071,36.21830969891898,VERDE++,INTENSIDAD_OK,2D_OK,BASE60_ONLY,True
2026-01-30,OK,55.66881568356039,27.600469341282565,VERDE+,INTENSIDAD_OK,2D_OK,BASE60_ONLY,True
2026-01-31,OK,55.77586105456387,29.31925381157911,VERDE++,INTENSIDAD_OK,2D_OK,BASE60_ONLY,True
2026-02-01,FLAG_mecánico,54.21808618248028,35.02265031251516,VERDE+++,SUAVE_O_DESCANSO,2D_OK,BASE60_ONLY,True
2026-02-02,OK,54.97574717586211,34.59253057823563,ÁMBAR+++,Z2_O_TEMPO_SUAVE,2D_HR,BASE60_ONLY,True
2026-02-03,OK,51.3187360039811,35.471647901923724,VERDE,INTENSIDAD_OK,2D_OK,BASE60_ONLY,True
2026-02-04,OK,52.41878136492005,39.47001840563515,VERDE+++,INTENSIDAD_OK,2D_OK,BASE60_ONLY,True
2026-02-05,OK,55.0196590711652,27.39814684799366,VERDE,INTENSIDAD_OK,2D_OK,BASE60_ONLY,True
2026-02-06,OK,51.36807074515908,35.536145121029854,VERDE,INTENSIDAD_OK,2D_OK,BASE60_ONLY,True
2026-02-07,OK,54.986495293987055,25.02808391434862,VERDE--,INTENSIDAD_OK,2D_OK,BASE60_ONLY,True
2026-02-08,OK,55.70467187925468,28.45897336985484,VERDE++,INTENSIDAD_OK,2D_OK,BASE60_ONLY,True
2026-02-09,OK,50.47676844498736,40.86779928786893,VERDE++,INTENSIDAD_OK,2D_OK,BASE60_ONLY,True
2026-02-10,OK,54.4564362603198,27.79452869802205,VERDE,INTENSIDAD_OK,2D_OK,BASE60_ONLY,True
2026-02-11,OK,53.14031792569519,31.80085089501629,VERDE,INTENSIDAD_OK,2D_OK,BASE60_ONLY,True
2026-02-12,OK,53.82721718389265,29.1599856293648,VERDE,INTENSIDAD_OK,2D_OK,BASE60_ONLY,True
2026-02-13,OK,56.87144553465408,29.10577271796168,VERDE+++,INTENSIDAD_OK,2D_OK,BASE60_ONLY,True
2026-02-14,OK,54.56505954635256,30.848980120387846,VERDE++,INTENSIDAD_OK,2D_OK,BASE60_ONLY,True
2026-02-15,OK,52.85868107272962,31.16788005283568,VERDE,INTENSIDAD_OK,2D_OK,BASE60_ONLY,True
2026-02-16,FLAG_mecánico,51.25870848683666,40.9995827963369,VERDE+++,SUAVE_O_DESCANSO,2D_OK,BASE60_ONLY,True
2026-02-17,FLAG_mecánico,51.45069634730526,33.32807846620269,VERDE-,SUAVE_O_DESCANSO,2D_OK,BASE60_ONLY,True
2026-02-18,OK,50.1089182099472,34.8920924448971,VERDE--,INTENSIDAD_OK,2D_OK,BASE60_ONLY,True
2026-02-19,OK,52.786564642527935,36.4647845349744,VERDE+++,INTENSIDAD_OK,2D_OK,BASE60_ONLY,True
