"session_id","route_id","Fecha","start_time","sport","sport_raw","source","vt1_used","vt2_used","zones_source","duration_min","moving_min","distance_km","elev_gain_m","elev_loss_m","elev_density","calories","hr_mean","hr_max","hr_p95","average_cadence","hrr_drop_bpm","average_weather_temp","z1_pct","z2_pct","z3_pct","z1_total_min","z2_total_min","z3_total_min","work_n_blocks","work_total_min","work_longest_min","work_avg_z3_pct","work_blocks_min","work_blocks_z3pct","late_intensity","cardiac_drift_pct","mechanics_source","polar_sport_raw","polar_start_delta_min","polar_duration_gap_min","run_power_available","run_power_mean","run_power_max","run_power_p95","speed_first_half","speed_second_half","cadence_first_half","cadence_second_half","polar_speed_available","polar_cadence_available","run_power_first_half","run_power_second_half","durability_applicable","speed_ratio","power_ratio","load","trimp","rpe","feel","icu_weighted_avg_watts","icu_joules_above_ftp","icu_max_wbal_depletion","decoupling","intensity_category","effort_vs_recent","effort_vs_anchor","session_group","notes_raw","rpe_present","notes_present","pipeline_version","stream_dt_est"
"i85113065","5857026.0","2025-06-28","08:16","hike","Hike","intervals","143","161","icu","451.4","408.4","23.04","2171.0","1405.0","94.2","4092.0","125.0","153.0","145.0","","","18.528183","90.9","9.1","0.0","365.3","36.6","0.0","3","11.6","4.5","0","4.5;4.0;3.1","0;0;0","0.0","-9.4","intervals_fit","hiking generic","","","0.0","","","","3.58","3.63","","","1.0","0.0","","","0","1.014","","259.0","431.43655","","","","","","","work_moderate","above","above","endurance_moderate","","0","0","v3.11","1.0"
"i85241177","5857028.0","2025-06-29","08:03","bike","Ride","intervals","139","156","icu","406.9","361.9","92.89","1947.0","1651.0","21.0","3167.0","114.0","149.0","139.0","81.49695","","25.815771","95.6","4.4","0.0","344.9","15.8","0.0","2","6.7","3.4","0","3.3;3.4","0;0","1.0","26.5","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","179.0","280.43192","","","","","","","work_moderate","above","above","endurance_moderate","","0","0","v3.11","1.0"
"i85534216","","2025-07-01","14:29","strength","WeightTraining","intervals","142","163","icu","86.5","86.5","0.0","","","","305.0","85.0","122.0","","","","","100.0","0.0","0.0","86.5","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","16.0","26.434792","","","","","","","NA","typical","above","strength_unknown","","0","0","v3.11",""
"i85534211","","2025-07-01","16:03","swim","Swim","intervals","134","149","icu","32.4","31.4","1.05","","","","277.0","120.0","153.0","138.0","36.0","","","89.9","9.2","0.9","28.3","2.9","0.3","1","3.6","3.6","8","3.6","8","0.0","-11.2","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","18.0","30.722298","","","","","","","easy","typical","typical","endurance_easy","","0","0","v3.11","1.002"
"i85629389","5857030.0","2025-07-02","08:22","trail_run","TrailRun","intervals","143","161","icu","91.2","90.9","12.11","348.0","346.0","28.7","912.0","133.0","168.0","157.0","80.251976","","28.006824","81.8","16.5","1.8","73.4","14.8","1.6","3","10.0","3.5","16","3.5;3.5;3.0","42;0;3","0.0","10.5","intervals_fit","running trail","","","0.0","","","","8.63","8.0","81.0","79.5","1.0","1.0","","","0","0.927","","72.0","129.37947","","","","","","","work_intense","unknown","unknown","endurance_hard","","0","0","v3.11","1.0"
"i85780709","5857018.0","2025-07-03","07:57","bike","Ride","intervals","139","156","icu","103.0","95.4","27.44","596.0","583.0","21.7","815.0","116.0","143.0","139.0","83.64301","","27.152979","96.8","3.2","0.0","91.9","3.0","0.0","0","0.0","0.0","0","","","0.0","0.2","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","52.0","80.91126","","","","","","","easy","typical","typical","endurance_easy","","0","0","v3.11","1.0"
"i85974992","","2025-07-04","09:20","strength","WeightTraining","intervals","142","163","icu","61.8","61.8","0.0","","","","211.0","86.0","109.0","","","","","100.0","0.0","0.0","61.9","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","11.0","19.123373","","","","","","","NA","typical","typical","strength_unknown","","0","0","v3.11",""
"i85974980","","2025-07-04","14:18","swim","Swim","intervals","134","149","icu","60.2","59.3","1.98","","","","488.0","117.0","135.0","128.0","36.0","","","100.0","0.0","0.0","59.3","0.0","0.0","0","0.0","0.0","0","","","0.0","-14.6","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","29.0","52.52271","","","","","","","easy","typical","typical","endurance_easy","","0","0","v3.11","1.0"
"i86083423","","2025-07-05","09:21","road_run","VirtualRun","intervals","143","161","icu","79.2","75.7","10.81","","","","810.0","135.0","169.0","150.0","79.538155","28.0","","64.6","31.1","4.3","48.6","23.4","3.2","3","35.9","27.6","9","4.2;4.1;27.6","76;0;0","0.0","5.5","intervals_fit","running indoor_running","","","0.0","","","","8.51","8.78","78.7","80.4","1.0","1.0","","","0","1.032","","65.0","105.34103","","","","","","","work_steady","below","typical","endurance_moderate","","0","0","v3.11","1.0"
"i86214223","5857032.0","2025-07-06","07:24","bike","Ride","intervals","139","156","icu","165.8","154.6","64.23","387.0","393.0","6.0","1382.0","122.0","154.0","144.0","89.94329","","26.277819","90.2","9.8","0.0","139.2","15.1","0.0","0","0.0","0.0","0","","","0.0","-20.5","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","94.0","157.70944","","","","","","","easy","above","above","endurance_easy","","0","0","v3.11","1.0"
"i86492428","5857034.0","2025-07-08","07:40","trail_run","TrailRun","intervals","143","161","icu","161.5","155.7","17.02","610.0","606.0","35.8","1667.0","136.0","166.0","160.0","77.40762","39.0","24.065819","65.9","31.7","2.4","100.1","48.2","3.6","5","21.7","6.3","10","6.3;3.7;3.8;3.0;4.9","2;4;7;0;35","0.0","12.3","intervals_fit","running trail","","","0.0","","","","7.32","6.48","79.3","75.5","1.0","1.0","","","0","0.885","","134.0","230.83781","","","","","","","work_steady","typical","above","endurance_moderate","","0","0","v3.11","1.0"
"i86703823","5857035.0","2025-07-09","15:28","bike","Ride","intervals","139","156","icu","145.3","137.1","51.2","213.0","186.0","4.2","1057.0","110.0","150.0","124.0","83.007126","","26.554707","99.3","0.7","0.0","135.6","0.9","0.0","0","0.0","0.0","0","","","0.0","1.3","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","54.0","92.18762","","","","","","","easy","typical","typical","endurance_easy","","0","0","v3.11","1.0"
"i86902238","","2025-07-10","14:50","strength","WeightTraining","intervals","142","163","icu","71.1","71.1","0.0","","","","455.0","108.0","160.0","","","","","98.7","1.3","0.0","70.2","0.9","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","28.0","46.648304","","","","","","","NA","above","above","strength_unknown","","0","0","v3.11",""
"i86918037","5857036.0","2025-07-11","08:12","bike","Ride","intervals","139","156","icu","102.8","99.5","30.56","629.0","648.0","20.6","858.0","120.0","158.0","150.0","83.073456","","23.600945","81.3","18.2","0.5","80.7","18.1","0.5","2","16.6","12.9","3","12.9;3.7","4;0","0.0","-5.4","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","61.0","95.95084","","","","","","","work_moderate","below","below","endurance_moderate","","0","0","v3.11","1.0"
"i87187080","5857037.0","2025-07-13","07:35","bike","Ride","intervals","139","156","icu","202.1","194.3","76.79","653.0","663.0","8.5","1767.0","124.0","155.0","149.0","91.695724","","22.69826","79.2","20.8","0.0","153.5","40.3","0.0","3","30.6","15.9","0","11.4;3.3;15.9","0;0;0","0.0","-6.2","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","127.0","214.48952","","","","","","","work_steady","typical","typical","endurance_moderate","","0","0","v3.11","1.001"
"i87396763","","2025-07-14","16:31","swim","Swim","intervals","134","149","icu","61.0","60.2","2.6","","","","476.0","113.0","133.0","122.0","37.0","","","100.0","0.0","0.0","60.2","0.0","0.0","0","0.0","0.0","0","","","0.0","51.0","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","25.0","43.76965","","","","","","","easy","typical","typical","endurance_easy","","0","0","v3.11","1.0"
"i87396759","","2025-07-14","17:42","strength","WeightTraining","intervals","142","163","icu","62.4","62.3","0.0","","","","320.0","96.0","120.0","","","","","100.0","0.0","0.0","62.4","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","15.0","24.882116","","","","","","","NA","typical","typical","strength_unknown","","0","0","v3.11",""
"i87541517","","2025-07-15","16:00","road_run","VirtualRun","intervals","143","161","icu","91.6","89.0","12.68","","","","941.0","135.0","149.0","146.0","80.17216","","","79.7","20.3","0.0","70.5","17.9","0.0","3","32.1","16.7","0","3.4;12.0;16.7","0;0;0","0.0","8.0","intervals_fit","running indoor_running","","","0.0","","","","8.65","8.6","79.4","80.9","1.0","1.0","","","0","0.994","","72.0","122.69741","","","","","","","work_steady","typical","typical","endurance_moderate","","0","0","v3.11","1.0"
"i87685323","","2025-07-16","13:15","strength","WeightTraining","intervals","142","163","icu","66.5","66.5","0.0","","","","260.0","88.0","123.0","","","","","100.0","0.0","0.0","66.5","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","13.0","20.444498","","","","","","","NA","typical","typical","strength_unknown","","0","0","v3.11",""
"i87858004","","2025-07-17","15:19","swim","Swim","intervals","134","149","icu","61.8","60.4","1.65","","","","511.0","118.0","145.0","134.0","35.0","","","95.3","4.7","0.0","57.5","2.9","0.0","0","0.0","0.0","0","","","0.0","-4.4","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","31.0","55.76","","","","","","","easy","typical","typical","endurance_easy","","0","0","v3.11","1.0"
"i88110345","5857038.0","2025-07-19","07:18","bike","Ride","intervals","139","156","icu","186.7","181.1","63.29","912.0","926.0","14.4","1708.0","128.0","163.0","152.0","87.280235","","23.601124","72.9","25.6","1.5","131.9","46.2","2.7","4","39.7","24.2","4","3.6;24.2;6.7;5.2","0;0;26;0","0.0","-25.6","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","127.0","215.30077","","","","","","","work_steady","typical","typical","endurance_moderate","","0","0","v3.11","1.0"
"i88253046","5857039.0","2025-07-20","07:52","trail_run","TrailRun","intervals","143","161","icu","129.0","127.3","13.7","510.0","507.0","37.2","1371.0","139.0","169.0","162.0","75.67046","","26.236397","64.0","29.9","6.1","80.2","37.5","7.6","6","37.5","13.9","19","6.0;5.0;4.8;13.9;3.6;4.2","1;0;0;45;26;0","0.0","28.6","intervals_fit","running trail","","","0.0","","","","7.62","5.73","79.3","72.1","1.0","1.0","","","0","0.752","","115.0","202.22092","","","","","","","work_intense","unknown","unknown","endurance_hard","","0","0","v3.11","1.001"
"i88587811","5857040.0","2025-07-22","06:50","bike","Ride","intervals","139","156","icu","240.6","234.6","91.54","460.0","449.0","5.0","2116.0","123.0","152.0","141.0","94.83932","","24.658783","92.0","8.0","0.0","215.6","18.9","0.0","2","26.9","21.1","0","5.8;21.1","0;0","0.0","-8.5","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","137.0","234.04134","","","","","","","work_steady","above","above","endurance_moderate","","0","0","v3.11","1.0"
"i88752955","5857041.0","2025-07-23","07:19","trail_run","TrailRun","intervals","143","161","icu","152.5","150.8","20.11","160.0","160.0","8.0","1476.0","129.0","162.0","152.0","79.819046","","27.146946","86.0","13.9","0.1","129.3","21.0","0.1","2","23.1","15.9","0","15.9;7.2","0;0","1.0","-1.1","intervals_fit","running trail","","","0.0","","","","7.77","8.4","79.2","80.4","1.0","1.0","","","1","1.081","","101.0","174.14777","","","","","","","work_steady","typical","typical","endurance_moderate","","0","0","v3.11","1.0"
"i89075454","5857042.0","2025-07-25","07:17","bike","Ride","intervals","139","156","icu","292.7","273.3","96.39","617.0","622.0","6.4","2331.0","117.0","160.0","143.0","89.797066","","21.59959","90.6","9.2","0.2","247.5","25.0","0.6","2","15.3","10.6","4","4.7;10.6","0;5","1.0","-3.1","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","148.0","242.09456","","","","","","","work_moderate","above","above","endurance_moderate","","0","0","v3.11","1.0"
"i89210334","5857044.0","2025-07-26","08:09","trail_run","TrailRun","intervals","143","161","icu","122.2","120.5","17.41","144.0","146.0","8.3","1164.0","127.0","178.0","145.0","82.43922","37.0","22.055454","94.4","4.9","0.7","113.6","5.9","0.8","1","4.9","4.9","11","4.9","11","1.0","2.6","intervals_fit","running trail","","","0.0","","","","8.6","8.99","81.6","83.2","1.0","1.0","","","1","1.045","","80.0","139.51222","","","","","","","finish_strong","above","above","endurance_easy","","0","0","v3.11","1.001"
"i89352573","5857045.0","2025-07-27","07:11","bike","Ride","intervals","139","156","icu","204.3","198.7","82.71","284.0","284.0","3.4","1645.0","116.0","145.0","134.0","93.729904","","23.359598","99.0","1.0","0.0","196.6","2.0","0.0","0","0.0","0.0","0","","","0.0","-12.1","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","97.0","168.53685","","","","","","","easy","above","above","endurance_easy","","0","0","v3.11","1.0"
"i89546823","","2025-07-28","15:30","swim","Swim","intervals","134","149","icu","35.3","34.4","0.95","","","","258.0","107.0","119.0","114.0","37.0","","","100.0","0.0","0.0","34.4","0.0","0.0","0","0.0","0.0","0","","","0.0","-0.4","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","12.0","22.157745","","","","","","","easy","below","below","endurance_easy","","0","0","v3.11","1.001"
"i89727934","","2025-07-28","16:15","strength","WeightTraining","intervals","142","163","icu","30.4","30.4","0.0","","","","93.0","80.0","105.0","","","","","100.0","0.0","0.0","30.4","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","4.0","7.0141788","","","","","","","NA","below","below","strength_unknown","","0","0","v3.11",""
"i89727922","","2025-07-29","15:56","swim","Swim","intervals","134","149","icu","59.6","58.8","1.8","","","","481.0","115.0","133.0","126.0","43.0","","","100.0","0.0","0.0","58.8","0.0","0.0","0","0.0","0.0","0","","","0.0","1.5","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","26.0","46.945564","","","","","","","easy","typical","typical","endurance_easy","","0","0","v3.11","1.0"
"i89827469","","2025-07-30","08:36","road_run","VirtualRun","intervals","143","161","icu","61.0","58.5","8.77","","","","580.0","127.0","146.0","139.0","82.93392","","","99.7","0.3","0.0","58.2","0.2","0.0","0","0.0","0.0","0","","","1.0","7.8","intervals_fit","running indoor_running","","","0.0","","","","9.16","8.91","83.7","82.1","1.0","1.0","","","0","0.973","","40.0","64.6296","","","","","","","finish_strong","typical","typical","endurance_easy","","0","0","v3.11","1.0"
"i90052681","","2025-07-31","16:10","strength","WeightTraining","intervals","142","163","icu","76.6","76.6","0.0","","","","314.0","89.0","120.0","","","","","100.0","0.0","0.0","76.7","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","15.0","25.253508","","","","","","","NA","above","typical","strength_unknown","","0","0","v3.11",""
"i90147040","5857047.0","2025-08-01","07:30","bike","Ride","intervals","139","156","icu","118.1","109.2","35.05","632.0","676.0","18.0","1017.0","124.0","171.0","154.0","86.30668","18.0","21.61646","58.9","39.6","1.6","64.0","43.1","1.7","4","33.6","13.9","0","10.3;5.3;4.1;13.9","0;0;0;0","0.0","7.0","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","78.0","117.789055","","","","","","","work_steady","typical","typical","endurance_moderate","","0","0","v3.11","1.0"
"i90299353","5857049.0","2025-08-02","08:18","trail_run","TrailRun","intervals","143","161","icu","113.4","111.5","12.43","635.0","640.0","51.1","1196.0","138.0","165.0","159.0","76.795494","","23.049603","58.5","40.7","0.8","64.4","44.8","0.9","5","46.9","19.6","2","19.6;6.4;4.1;7.7;9.1","1;0;0;0;6","0.0","20.9","intervals_fit","running trail","","","0.0","","","","7.73","6.12","80.3","73.3","1.0","1.0","","","0","0.792","","98.0","172.49844","","","","","","","work_steady","typical","typical","endurance_moderate","","0","0","v3.11","1.001"
"i90569650","","2025-08-03","16:42","strength","WeightTraining","intervals","142","163","icu","49.5","49.5","0.0","","","","171.0","85.0","111.0","","","","","100.0","0.0","0.0","49.5","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","8.0","13.822315","","","","","","","NA","typical","typical","strength_unknown","","0","0","v3.11",""
"i90607123","5857050.0","2025-08-04","07:24","bike","Ride","intervals","139","156","icu","167.9","157.1","60.97","240.0","249.0","3.9","1349.0","119.0","155.0","144.0","88.521255","","24.234283","92.0","8.0","0.0","143.8","12.4","0.0","1","3.3","3.3","0","3.3","0","0.0","8.5","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","89.0","147.32527","","","","","","","easy","above","above","endurance_easy","","0","0","v3.11","1.0"
"i90758415","","2025-08-05","09:13","road_run","VirtualRun","intervals","143","161","icu","85.2","83.6","11.93","","","","843.0","131.0","160.0","156.0","79.72702","","","92.3","7.7","0.0","76.8","6.4","0.0","1","6.6","6.6","0","6.6","0","0.0","5.2","intervals_fit","running indoor_running","","","0.0","","","","8.58","8.66","79.5","79.9","1.0","1.0","","","1","1.009","","62.0","105.58364","","","","","","","work_moderate","below","below","endurance_moderate","","0","0","v3.11","1.0"
"i90967519","","2025-08-06","08:52","strength","WeightTraining","intervals","142","163","icu","103.1","103.1","0.0","","","","455.0","93.0","137.0","","","","","100.0","0.0","0.0","103.1","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","23.0","38.67483","","","","","","","NA","above","above","strength_unknown","","0","0","v3.11",""
"i91130459","","2025-08-07","09:19","swim","Swim","intervals","134","149","icu","60.9","60.1","1.7","","","","503.0","117.0","139.0","126.0","46.0","","","99.0","1.0","0.0","59.5","0.6","0.0","0","0.0","0.0","0","","","0.0","-8.7","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","28.0","50.969685","","","","","","","easy","typical","typical","endurance_easy","","0","0","v3.11","1.001"
"i91265018","","2025-08-07","16:14","strength","WeightTraining","intervals","142","163","icu","22.1","22.1","0.0","","","","82.0","84.0","109.0","","","","","100.0","0.0","0.0","22.1","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","3.0","5.7101297","","","","","","","NA","below","below","strength_unknown","","0","0","v3.11",""
"i91284823","5857051.0","2025-08-08","08:39","trail_run","TrailRun","intervals","143","161","icu","91.8","90.3","6.16","544.0","546.0","88.3","872.0","128.0","157.0","150.0","61.208443","","24.23356","75.2","24.8","0.0","66.7","21.9","0.0","5","17.4","4.0","0","3.3;4.0;3.4;3.6;3.1","0;0;0;0;0","0.0","-17.4","intervals_fit","running trail","","","0.0","","","","4.12","4.5","59.5","62.9","1.0","1.0","","","0","1.092","","62.0","103.80465","","","","","","","work_moderate","below","below","endurance_moderate","","0","0","v3.11","1.0"
"i91423128","5857052.0","2025-08-09","07:57","bike","Ride","intervals","139","156","icu","158.7","145.4","35.83","833.0","831.0","23.2","1295.0","118.0","150.0","143.0","80.08976","","23.812635","87.0","13.0","0.0","126.3","18.8","0.0","3","18.4","8.4","0","4.5;5.5;8.4","0;0;0","0.0","-61.0","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","77.0","117.752686","","","","","","","work_moderate","typical","typical","endurance_moderate","","0","0","v3.11","1.0"
"i91564725","5857054.0","2025-08-10","08:18","trail_run","TrailRun","intervals","143","161","icu","71.0","70.7","10.13","138.0","130.0","13.6","697.0","130.0","163.0","137.0","81.726524","","25.791452","99.4","0.5","0.1","70.2","0.3","0.1","0","0.0","0.0","0","","","0.0","1.7","intervals_fit","running trail","","","0.0","","","","8.92","8.54","82.5","80.9","1.0","1.0","","","0","0.957","","48.0","85.85204","","","","","","","easy","typical","typical","endurance_easy","","0","0","v3.11","1.0"
"i91905269","5857055.0","2025-08-12","07:48","bike","Ride","intervals","139","156","icu","173.6","168.9","53.35","993.0","974.0","18.6","1516.0","124.0","165.0","152.0","84.9429","","26.372478","68.0","30.3","1.7","114.7","51.1","2.9","5","54.9","27.1","5","12.3;4.6;3.5;7.4;27.1","0;0;0;0;11","0.0","0.6","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","114.0","182.19287","","","","","","","work_steady","typical","typical","endurance_moderate","","0","0","v3.11","1.0"
"i92092232","5857056.0","2025-08-13","08:30","trail_run","TrailRun","intervals","143","161","icu","113.7","110.2","12.34","498.0","502.0","40.4","1112.0","131.0","169.0","155.0","74.42664","","26.800985","66.6","33.3","0.2","71.5","35.8","0.2","5","34.9","11.3","0","4.6;4.2;8.7;6.1;11.3","0;0;0;0;1","0.0","-14.5","intervals_fit","running trail","","","0.0","","","","6.42","7.65","72.3","76.5","1.0","1.0","","","0","1.192","","85.0","144.90338","","","","","","","work_steady","typical","typical","endurance_moderate","","0","0","v3.11","1.0"
"i93437370","","2025-08-14","10:15","strength","WeightTraining","intervals","142","163","icu","149.6","149.5","0.0","","","","301.0","63.0","111.0","","","","","100.0","0.0","0.0","149.7","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","8.0","11.285307","","","","","","","NA","typical","typical","strength_unknown","","0","0","v3.11",""
"i92421844","","2025-08-14","17:47","strength","WeightTraining","intervals","142","163","icu","73.3","73.3","0.0","","","","222.0","81.0","115.0","","","","","100.0","0.0","0.0","73.3","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","10.0","17.10991","","","","","","","NA","typical","typical","strength_unknown","","0","0","v3.11",""
