"session_id","route_id","Fecha","start_time","sport","sport_raw","source","vt1_used","vt2_used","zones_source","duration_min","moving_min","distance_km","elev_gain_m","elev_loss_m","elev_density","calories","hr_mean","hr_max","hr_p95","average_cadence","hrr_drop_bpm","average_weather_temp","z1_pct","z2_pct","z3_pct","z1_total_min","z2_total_min","z3_total_min","work_n_blocks","work_total_min","work_longest_min","work_avg_z3_pct","work_blocks_min","work_blocks_z3pct","late_intensity","cardiac_drift_pct","mechanics_source","polar_sport_raw","polar_start_delta_min","polar_duration_gap_min","run_power_available","run_power_mean","run_power_max","run_power_p95","speed_first_half","speed_second_half","cadence_first_half","cadence_second_half","polar_speed_available","polar_cadence_available","run_power_first_half","run_power_second_half","durability_applicable","speed_ratio","power_ratio","load","trimp","rpe","feel","icu_weighted_avg_watts","icu_joules_above_ftp","icu_max_wbal_depletion","decoupling","intensity_category","effort_vs_recent","effort_vs_anchor","session_group","notes_raw","rpe_present","notes_present","pipeline_version","stream_dt_est"
"i116606947","","2026-01-08","14:19","strength","WeightTraining","intervals","142","163","icu","52.3","52.2","0.0","","","","148.0","82.0","114.0","","","","","100.0","0.0","0.0","52.3","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","6.0","9.705192","4.0","3.0","","","","","NA","below","below","strength_unknown","","1","0","v3.11",""
"i116781960","","2026-01-09","12:32","elliptical","Elliptical","intervals","142","163","icu","35.6","35.4","0.0","","","","297.0","119.0","130.0","126.0","","","","100.0","0.0","0.0","35.4","0.0","0.0","0","0.0","0.0","0","","","0.0","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","17.0","30.037346","4.0","4.0","","","","","easy","below","below","endurance_easy","","1","0","v3.11","1.005"
"i117173455","5856979.0","2026-01-11","10:33","road_run","Run","intervals","143","161","icu","31.1","31.1","4.48","1.2","5.2","0.3","300.0","132.0","148.0","144.0","83.666664","","8.548299","93.0","7.0","0.0","28.6","2.2","0.0","0","0.0","0.0","0","","","0.0","3.2","intervals_fit","running generic","","","1.0","211.1","250.0","232.0","8.52","8.83","84.1","83.3","1.0","1.0","207.1","215.0","0","1.036","1.038","22.0","39.92295","5.0","3.0","212.0","0.0","0.0","3.7452464","easy","below","typical","endurance_easy","","1","0","v3.11","1.009"
"i117435034","","2026-01-12","14:32","strength","WeightTraining","intervals","142","163","icu","60.0","59.9","0.0","","","","155.0","81.0","110.0","","","","","100.0","0.0","0.0","60.0","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","4.0","5.831664","4.0","4.0","","","","","NA","below","below","strength_unknown","","1","0","v3.11",""
"i117590051","","2026-01-13","09:02","strength","WeightTraining","intervals","142","163","icu","56.4","56.4","0.0","","","","114.0","74.0","109.0","","","","","100.0","0.0","0.0","56.5","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","5.0","7.120654","4.0","4.0","","","","","NA","below","below","strength_unknown","","1","0","v3.11",""
"i117686643","","2026-01-13","15:00","elliptical","Elliptical","intervals","142","163","icu","41.4","40.6","0.0","","","","355.0","123.0","131.0","128.0","","","","100.0","0.0","0.0","40.6","0.0","0.0","0","0.0","0.0","0","","","0.0","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","22.0","38.328323","5.0","5.0","","","","","easy","below","typical","endurance_easy","","1","0","v3.11","1.017"
"i117831186","","2026-01-14","10:05","strength","WeightTraining","intervals","142","163","icu","54.8","54.7","0.0","","","","291.0","99.0","130.0","","","","","100.0","0.0","0.0","54.8","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","14.0","22.70689","4.0","3.0","","","","","NA","typical","typical","strength_unknown","","1","0","v3.11",""
"i117906255","5856981.0","2026-01-14","15:11","trail_run","TrailRun","intervals","143","161","icu","78.4","77.5","5.62","430.80008","431.80008","76.7","644.0","119.0","147.0","141.0","63.33479","","14.581547","98.5","1.5","0.0","76.2","1.2","0.0","0","0.0","0.0","0","","","0.0","-31.8","intervals_fit","running trail","","","1.0","151.1","344.0","258.0","3.84","5.07","61.2","65.5","1.0","1.0","169.9","132.3","1","1.32","0.779","39.0","64.784004","4.0","2.0","187.0","280.0","118.0","21.035208","easy","typical","typical","endurance_easy","","1","0","v3.11","1.001"
"i118127841","","2026-01-15","15:20","strength","WeightTraining","intervals","142","163","icu","67.6","67.5","0.0","","","","262.0","90.0","128.0","","","","","100.0","0.0","0.0","67.6","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","11.0","16.838028","","","","","","","NA","typical","typical","strength_unknown","","0","0","v3.11",""
"i118389358","","2026-01-16","17:33","strength","WeightTraining","intervals","142","163","icu","91.2","91.1","0.0","","","","396.0","91.0","131.0","","","","","100.0","0.0","0.0","91.2","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","18.0","26.407858","","","","","","","NA","above","above","strength_unknown","","0","0","v3.11",""
"i118725283","","2026-01-18","10:01","elliptical","Elliptical","intervals","142","163","icu","45.5","45.4","0.0","","","","419.0","129.0","160.0","150.0","","","","82.3","17.7","0.0","37.4","8.0","0.0","1","3.1","3.1","0","3.1","0","0.0","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","30.0","47.87471","4.0","3.0","","","","","easy","typical","typical","endurance_easy","","1","0","v3.11","1.001"
"i119077738","","2026-01-19","15:40","elliptical","Elliptical","intervals","142","163","icu","50.9","50.8","0.0","","","","508.0","136.0","158.0","155.0","","","","74.7","25.3","0.0","38.0","12.8","0.0","2","14.3","7.4","0","6.9;7.4","0;0","1.0","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","39.0","63.555946","","","","","","","work_moderate","below","below","endurance_moderate","","0","0","v3.11","1.001"
"i119077730","","2026-01-19","16:31","road_run","VirtualRun","intervals","143","161","icu","20.6","20.5","2.78","","","","219.0","143.0","154.0","151.4","79.700745","","","35.6","64.4","0.0","7.2","13.0","0.0","1","13.9","13.9","0","13.9","0","0.0","","intervals_fit","running indoor_running","","","0.0","","","","8.92","7.62","81.8","77.6","1.0","1.0","","","0","0.854","","18.0","32.01389","","","","","","","work_moderate","below","below","endurance_moderate","","0","0","v3.11","1.016"
"i119229657","","2026-01-20","09:23","strength","WeightTraining","intervals","142","163","icu","79.7","79.6","0.0","","","","327.0","91.0","125.0","","","","","100.0","0.0","0.0","79.7","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","16.0","26.872757","","","","","","","NA","above","above","strength_unknown","","0","0","v3.11",""
"i119316634","","2026-01-20","16:39","road_run","VirtualRun","intervals","143","161","icu","60.0","54.1","5.91","","","","613.0","137.0","151.0","148.0","65.54227","","","69.2","30.8","0.0","36.8","16.4","0.0","3","24.3","15.8","0","3.3;15.8;5.2","0;0;0","0.0","13.3","intervals_fit","running indoor_running","","","0.0","","","","7.01","6.33","67.5","63.6","1.0","1.0","","","0","0.903","","46.0","79.41922","5.0","","","","","","work_steady","below","below","endurance_moderate","","1","0","v3.11","1.0"
"i119680578","","2026-01-22","08:54","strength","WeightTraining","intervals","142","163","icu","83.7","83.6","0.0","","","","445.0","99.0","125.0","","","","","100.0","0.0","0.0","83.7","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","22.0","37.361717","3.0","","","","","","NA","above","above","strength_unknown","","1","0","v3.11",""
"i119746036","5856984.0","2026-01-22","14:18","trail_run","TrailRun","intervals","143","161","icu","70.1","68.4","6.44","406.40002","417.40002","63.1","727.0","139.0","166.0","156.0","69.372925","12.0","11.825552","58.0","40.9","1.1","39.6","27.9","0.8","3","23.7","12.3","3","8.0;3.4;12.3","0;23;0","0.0","-0.9","intervals_fit","running trail","","","1.0","180.1","344.0","266.0","5.83","5.69","70.1","68.7","1.0","1.0","185.9","174.3","0","0.976","0.938","61.0","104.93876","5.0","","205.0","188.0","188.0","9.846063","work_steady","typical","below","endurance_moderate","Trail (vertical/hike-run) | Análisis técnico (estructura y carga) | Tiempo Z1/Z2/Z3 (Trail): Z1 ~62% · Z2 ~37% · Z3 ~1%. | Terreno/estructura: subida dominante (pendientes altas), bajada relevante; Z2/Z3 concentrada en subida. | Continuidad/fragmentación Z2: NO DISPONIBLE (bloques exactos). | RR (sesión): RR_OK | Calidad señal: ~1,15% filtrado (bueno). | RMSSD 1’/5’ (P10/P50/P90): NO DISPONIBLE | DFA-α1: mediana ~1,19; IQR ~1,02–1,38; %<0,75 ~6,45%; HR@α1≈0,75 observado en rampas duras ~149–155 lpm (no comparable a llano como “umbral fisiológico”). | Nota de calidad | Estímulo: vertical aeróbico con Z2 largo en subida (por FC) pero α1 mayormente >0,75. | Picos de estrés (α1 bajo) concentrados en rampas extremas.","1","1","v3.11","1.0"
"i120053079","","2026-01-23","18:09","elliptical","Elliptical","intervals","142","163","icu","45.5","45.5","0.0","","","","414.0","127.0","141.0","136.0","","","","100.0","0.0","0.0","45.5","0.0","0.0","0","0.0","0.0","0","","","1.0","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","28.0","49.391556","3.0","","","","","","finish_strong","typical","typical","endurance_easy","","1","0","v3.11","1.0"
"i120239616","","2026-01-24","16:51","strength","WeightTraining","intervals","142","163","icu","105.7","105.7","0.0","","","","468.0","93.0","123.0","","","","","100.0","0.0","0.0","105.8","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","22.0","36.556076","","","","","","","NA","above","above","strength_unknown","","0","0","v3.11",""
"i120383776","5856986.0","2026-01-25","10:04","bike","Ride","intervals","139","156","icu","138.6","131.1","48.92","620.0","151.0","12.7","1234.0","129.0","166.0","149.0","84.815735","30.0","9.700967","74.6","23.9","1.5","97.5","31.2","2.0","4","21.7","6.2","6","5.4;6.2;5.3;4.8","0;0;25;0","1.0","37.0","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","87.0","144.26915","4.0","2.0","","","","","work_steady","above","typical","endurance_moderate","Ciclismo carretera (viento ida/favor y vuelta/contra) | Análisis técnico (estructura y carga) | Tiempo Z1/Z2/Z3 (Ciclismo): Z1 mayoritario con Z2 baja relevante (según reporte previo en el hilo); Z3 0%. | Terreno/estructura: sesión dominada por resistencia externa (viento); misma FC → distinta velocidad entre tramos. | Continuidad/fragmentación Z2: NO DISPONIBLE (bloques exactos). | RR (sesión): RR_OK | RMSSD 1’/5’ (P10/P50/P90): NO DISPONIBLE | DFA-α1 (según reporte previo): mediana ~1,08; %<0,75 ~6% (concentrado en la vuelta con viento en contra). | Nota de calidad | Estímulo: Z1–Z2 baja condicionado por viento; controlado si no hay Z3.","1","1","v3.11","1.0"
"i120646992","5856990.0","2026-01-26","14:23","trail_run","TrailRun","intervals","143","161","icu","77.8","72.7","7.1","455.60007","471.60007","64.2","786.0","137.0","159.0","156.0","70.272125","","13.437469","60.1","39.9","0.0","43.7","29.0","0.0","5","26.1","12.0","0","3.2;3.9;3.5;3.5;12.0","0;0;0;0;0","0.0","-5.4","intervals_fit","running trail","","","1.0","186.7","590.0","306.0","5.96","5.91","73.0","67.6","1.0","1.0","188.5","184.8","0","0.992","0.98","63.0","105.79682","4.0","","214.0","8982.0","3312.0","5.9283667","work_steady","typical","typical","endurance_moderate","Trail (vertical) | Análisis técnico (estructura y carga) | Tiempo Z1/Z2/Z3 (Trail): Z1 ~62,6% · Z2 ~37,4% · Z3 0%. | Terreno/estructura: subida “real” concentrando casi toda la Z2; bajada con FC baja. | Continuidad/fragmentación Z2: NO DISPONIBLE (bloques). | RR (sesión): RR_OK | Calidad señal: filtrado muy bajo (~0,48% reportado). | RMSSD 1’/5’ (P10/P50/P90): NO DISPONIBLE | DFA-α1: mediana ~1,15; IQR ~0,97–1,33; %<0,75 ~7%; α1<0,75 concentrado en subidas. | Nota de calidad | Estímulo: aeróbico con Z2 larga en subida; picos de estrés cortos (α1<0,75).","1","1","v3.11","1.0"
"i120850206","","2026-01-27","08:35","strength","WeightTraining","intervals","142","163","icu","52.4","52.4","0.0","","","","218.0","91.0","120.0","","","","","100.0","0.0","0.0","52.4","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","9.0","15.683296","","","","","","","NA","typical","typical","strength_unknown","","0","0","v3.11",""
"i120947370","","2026-01-27","14:41","swim","Swim","intervals","134","149","icu","60.4","59.5","1.52","","","","497.0","120.0","140.0","132.0","39.0","","","97.4","2.6","0.0","57.2","1.5","0.0","0","0.0","0.0","0","","","0.0","-2.9","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","30.0","51.334778","4.0","","","","","","easy","typical","typical","endurance_easy","","1","0","v3.11","1.0"
"i121127424","","2026-01-28","08:20","strength","WeightTraining","intervals","142","163","icu","68.7","68.7","0.0","","","","238.0","88.0","119.0","","","","","100.0","0.0","0.0","68.7","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","11.0","18.582335","","","","","","","NA","typical","typical","strength_unknown","","0","0","v3.11",""
"i121195861","","2026-01-28","15:04","road_run","VirtualRun","intervals","143","161","icu","76.0","75.1","8.21","","","","762.0","135.0","146.0","142.0","66.77286","","","98.0","2.0","0.0","73.2","1.5","0.0","0","0.0","0.0","0","","","0.0","14.1","intervals_fit","running indoor_running","","","0.0","","","","7.0","6.23","68.6","65.0","1.0","1.0","","","1","0.89","","58.0","101.45343","5.0","2.0","","","","","easy","above","typical","endurance_easy","Cinta alternando inclinación (15% walk / 2–2,5% trot) | Análisis técnico (estructura y carga) | Tiempo Z1/Z2/Z3 (Trail): Z1 ~99,6% · Z2 residual · Z3 0%. | Terreno/estructura: alternancia por bloques: | 15% walk: ~40’ (≈3,38 km) | 2–2,5% trot: ~36’ (≈4,81 km) | Continuidad/fragmentación Z2: N/A (casi sin Z2 por FC). | RR (sesión): RR_OK | Calidad señal: ~0,05% filtrado (excelente). | RMSSD 1’/5’ (P10/P50/P90): NO DISPONIBLE | DFA-α1 global: mediana ~1,00; IQR ~0,87–1,13; %<0,75 ~2%. | DFA por bloque: walk α1 med ~1,09 (0%<0,75); trot α1 med ~0,91 (~3,85%<0,75). | HR@α1≈0,75 ~136,5 lpm (observación en esta sesión). | Nota de calidad | Estímulo: aeróbico “limpio” por FC; el coste aparece en el trote (α1 baja) pese a FC similar. | Transiciones explican la mayor parte de α1<0,75 (transitorios).","1","1","v3.11","1.0"
"i121318658","","2026-01-29","08:41","strength","WeightTraining","intervals","142","163","icu","33.6","33.6","0.0","","","","141.0","90.0","114.0","","","","","100.0","0.0","0.0","33.6","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","6.0","10.575922","","","","","","","NA","below","below","strength_unknown","","0","0","v3.11",""
"i121406375","5535200.0","2026-01-29","14:38","bike","Ride","intervals","139","156","icu","127.5","122.2","43.5","133.0","119.0","3.1","1000.0","118.0","149.0","131.0","85.407005","","13.624927","99.0","1.0","0.0","120.7","1.2","0.0","0","0.0","0.0","0","","","0.0","-0.9","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","60.0","103.68824","4.0","2.0","","","","","easy","above","typical","endurance_easy","(Z1 real, RR excelente) | Análisis técnico (estructura y carga) | Tiempo Z1/Z2/Z3 (Ciclismo): Z1 ~99% · Z2 ~1% · Z3 0%. | Terreno/estructura: rodador; deriva negativa (FC baja en segunda mitad). | Continuidad/fragmentación Z2: N/A (Z2 casi inexistente). | RR (sesión): RR_OK | Calidad señal: filtrado ~0,01% (prácticamente perfecto). | RMSSD 1’/5’ (P10/P50/P90): NO DISPONIBLE (solo se reportó RMSSD 1’ mediana ~2,64 ms en el hilo). | DFA-α1: mediana ~1,635; IQR ~1,52–1,721; %<0,75 0%. | Nota de calidad | Estímulo: base Z1 “barata” (α1 muy alto; sin tiempo <0,75). | Sesión útil como volumen sin estrés interno.","1","1","v3.11","1.0"
"i121531634","","2026-01-30","08:51","strength","WeightTraining","intervals","142","163","icu","58.7","58.5","0.0","","","","414.0","113.0","142.0","","","","","100.0","0.0","0.0","58.7","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","24.0","39.790215","","","","","","","NA","above","above","strength_unknown","","0","0","v3.11",""
"i121618109","5548981.0","2026-01-30","16:24","trail_run","TrailRun","intervals","143","161","icu","63.5","63.0","8.14","16.828571","20.828571","2.1","594.0","128.0","146.0","134.0","80.23651","","15.528315","99.3","0.7","0.0","62.5","0.4","0.0","0","0.0","0.0","0","","","0.0","4.4","intervals_fit","running trail","","","1.0","188.6","274.0","208.0","8.0","7.44","80.9","79.5","1.0","1.0","191.6","185.6","0","0.93","0.969","39.0","69.01851","4.0","","190.0","0.0","0.0","4.183092","easy","typical","typical","endurance_easy","","1","0","v3.11","1.0"
"i121938240","","2026-02-01","09:49","elliptical","Elliptical","intervals","139","156","icu","60.0","60.0","0.0","","","","588.0","135.0","169.0","166.0","","34.0","","71.5","10.7","17.7","43.0","6.4","10.7","4","16.9","4.8","63","3.7;4.6;4.8;3.8","55;62;63;70","0.0","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","50.0","81.9209","5.0","2.0","","","","","work_intense","unknown","unknown","endurance_hard","","1","0","v3.11","1.0"
"i122191890","","2026-02-02","10:58","mobility","Workout","intervals","142","163","icu","67.7","67.7","0.0","","","","480.0","114.0","146.0","","","","","99.4","0.6","0.0","67.3","0.4","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","29.0","48.390633","5.0","2.0","","","","","NA","unknown","unknown","mobility","","1","0","v3.11",""
"i122272318","","2026-02-02","16:02","elliptical","Elliptical","intervals","139","156","icu","74.2","74.2","0.0","","","","724.0","133.0","153.0","151.0","","","","64.2","35.8","0.0","47.6","26.6","0.0","2","37.7","31.4","0","31.4;6.3","0;0","1.0","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","55.0","94.84191","5.0","2.0","","","","","work_steady","typical","below","endurance_moderate","","1","0","v3.11","1.0"
"i122406497","","2026-02-03","08:47","strength","WeightTraining","intervals","142","163","icu","51.2","51.2","0.0","","","","163.0","86.0","111.0","","","","","100.0","0.0","0.0","51.2","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","8.0","14.460416","","","","","","","NA","typical","typical","strength_unknown","","0","0","v3.11",""
"i122483974","5535200.0","2026-02-03","13:59","bike","Ride","intervals","139","156","icu","128.0","119.4","43.37","188.0","246.0","4.3","1017.0","119.0","146.0","133.0","85.694824","","15.322965","99.2","0.8","0.0","118.1","0.9","0.0","0","0.0","0.0","0","","","0.0","8.3","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","63.0","107.447685","5.0","2.0","","","","","easy","above","above","endurance_easy","","1","0","v3.11","1.0"
"i122741398","","2026-02-04","14:03","road_run","VirtualRun","intervals","143","161","icu","93.6","90.8","10.4","","","","979.0","140.0","168.0","162.0","67.70496","23.0","","67.9","27.0","5.1","61.4","24.4","4.6","5","36.4","10.3","12","8.3;9.6;4.7;3.5;10.3","0;0;0;0;41","0.0","2.9","intervals_fit","running indoor_running","","","0.0","","","","6.83","7.0","67.0","68.4","1.0","1.0","","","0","1.025","","83.0","144.37547","5.0","2.0","","","","","work_steady","above","typical","endurance_moderate","","1","0","v3.11","1.0"
"i122976754","","2026-02-05","09:13","strength","WeightTraining","intervals","142","163","icu","55.3","55.3","0.0","","","","212.0","89.0","119.0","","","","","100.0","0.0","0.0","55.1","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","9.0","15.650684","","","","","","","NA","typical","typical","strength_unknown","","0","0","v3.11",""
"i123049429","","2026-02-05","14:08","swim","Swim","intervals","134","149","icu","41.3","40.6","1.2","","","","386.0","130.0","182.0","182.0","35.0","59.0","","78.6","4.2","17.3","31.4","1.7","6.9","2","8.7","5.6","80","3.1;5.6","81;79","0.0","-13.8","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","33.0","47.686115","5.0","3.0","","","","","work_moderate","below","below","endurance_moderate","","1","0","v3.11","1.0"
"i123199516","","2026-02-06","09:01","strength","WeightTraining","intervals","142","163","icu","63.6","63.5","0.0","","","","387.0","104.0","136.0","","","","","100.0","0.0","0.0","63.6","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","21.0","35.283463","","","","","","","NA","above","above","strength_unknown","","0","0","v3.11",""
"i123309489","5535200.0","2026-02-06","15:52","bike","Ride","intervals","139","156","icu","122.6","118.5","43.65","142.0","183.0","3.3","1001.0","121.0","145.0","136.0","89.53796","","16.797874","97.5","2.5","0.0","115.0","2.9","0.0","1","4.0","4.0","0","4.0","0","0.0","0.6","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","64.0","113.0077","4.0","2.0","","","","","easy","above","above","endurance_easy","","1","0","v3.11","1.0"
"i123431324","5681762.0","2026-02-07","08:49","trail_run","TrailRun","intervals","143","161","icu","77.5","76.5","7.02","457.59998","474.8","65.2","781.0","136.0","182.0","165.0","69.91963","26.0","9.926383","63.3","30.8","5.9","48.3","23.5","4.5","4","14.5","3.8","0","3.8;3.6;3.6;3.5","0;0;0;0","0.0","12.6","intervals_fit","running trail","","","1.0","179.0","422.0","302.0","5.91","5.28","73.2","66.6","1.0","1.0","193.1","164.9","0","0.893","0.854","64.0","106.23087","5.0","2.0","211.0","3848.0","834.0","10.538464","work_moderate","typical","typical","endurance_moderate","","1","0","v3.11","1.001"
"i123671944","5700650.0","2026-02-08","09:02","bike","Ride","intervals","139","156","icu","149.2","143.9","52.11","196.0","222.0","3.8","1055.0","110.0","133.0","125.0","84.377014","","10.845522","100.0","0.0","0.0","143.5","0.0","0.0","0","0.0","0.0","0","","","0.0","19.0","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","53.0","89.90362","5.0","3.0","","","","","easy","typical","typical","endurance_easy","","1","0","v3.11","1.0"
"i123954664","","2026-02-09","13:30","strength","WeightTraining","intervals","142","163","icu","61.4","61.4","0.0","","","","260.0","92.0","131.0","","","","","100.0","0.0","0.0","61.4","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","13.0","22.760588","","","","","","","NA","typical","typical","strength_unknown","","0","0","v3.11",""
"i123954654","","2026-02-09","14:39","swim","Swim","intervals","134","149","icu","31.9","31.2","0.93","","","","264.0","119.0","130.0","126.0","39.0","","","100.0","0.0","0.0","31.2","0.0","0.0","0","0.0","0.0","0","","","0.0","-5.5","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","16.0","28.44587","4.0","3.0","","","","","easy","below","below","endurance_easy","","1","0","v3.11","0.999"
"i124140517","","2026-02-10","09:43","strength","WeightTraining","intervals","142","163","icu","67.4","67.4","0.0","","","","373.0","102.0","136.0","","","","","100.0","0.0","0.0","67.5","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","20.0","32.80758","","","","","","","NA","above","above","strength_unknown","","0","0","v3.11",""
"i124208202","5740403.0","2026-02-10","14:53","trail_run","TrailRun","intervals","143","161","icu","70.2","69.2","7.85","339.6","341.40002","43.3","725.0","139.0","162.0","158.0","75.36224","","18.328255","68.4","31.3","0.3","47.3","21.7","0.2","2","17.9","11.3","1","6.6;11.3","3;0","0.0","19.9","intervals_fit","running trail","","","1.0","193.9","364.0","268.0","7.24","6.48","77.8","72.9","1.0","1.0","214.2","173.7","0","0.895","0.811","60.0","105.24961","5.0","2.0","211.0","612.0","299.0","19.865904","work_moderate","typical","below","endurance_moderate","","1","0","v3.11","1.0"
"i124363304","","2026-02-11","08:25","strength","WeightTraining","intervals","142","163","icu","57.0","57.0","0.0","","","","259.0","93.0","127.0","","","","","100.0","0.0","0.0","57.0","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","12.0","20.270584","3.0","2.0","","","","","NA","typical","typical","strength_unknown","","1","0","v3.11",""
"i124452750","5535200.0","2026-02-11","13:45","bike","Ride","intervals","139","156","icu","138.0","123.9","43.71","164.0","141.0","3.8","1145.0","122.0","153.0","140.0","90.29694","","20.514545","94.1","5.9","0.0","116.0","7.3","0.0","0","0.0","0.0","0","","","1.0","6.2","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","73.0","118.47803","5.0","2.0","","","","","finish_strong","above","above","endurance_easy","","1","0","v3.11","1.0"
"i124693608","","2026-02-12","14:26","strength","WeightTraining","intervals","142","163","icu","70.4","70.4","0.0","","","","271.0","89.0","135.0","","","","","100.0","0.0","0.0","70.4","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","13.0","20.585949","","","","","","","NA","typical","typical","strength_unknown","","0","0","v3.11",""
"i124899998","","2026-02-13","09:23","road_run","VirtualRun","intervals","143","161","icu","60.3","57.6","6.73","","","","622.0","138.0","152.0","150.0","68.4215","","","65.8","34.2","0.0","37.6","19.6","0.0","4","24.2","6.7","0","6.1;6.7;6.1;5.3","0;0;0;0","0.0","12.6","intervals_fit","running indoor_running","","","0.0","","","","6.9","7.22","67.7","69.1","1.0","1.0","","","0","1.046","","48.0","82.86738","5.0","4.0","","","","","work_steady","below","below","endurance_moderate","Sensación de motor poco fresco. No coincide la sensación con los buenos datos matinales. | Molestia de cadera inicial y final.","1","1","v3.11","1.0"
